"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","openinghours","emergency_contact","emergency_contact_phone"
"36900001","調剤薬局ツルハドラッグ北10条西店","001-0010","北海道","札幌市北区","札幌市北区北１０条西３－９－２","01102","011-214-0259","平日9:00-13:00･14:00-18:00
土曜:9:00-13:00","無",""
"36900002","なの花薬局北大前店","001-0013","北海道","札幌市北区","札幌市北区北１３条西４－２－１７","01102","011-757-1193","月～金　9:00～18:00
土　9:00～11:00","有","011-757-1193"
"36900003","調剤薬局クスリのツルハ北大前店","001-0014","北海道","札幌市北区","札幌市北区北１４条西４－１－１７","01102","011-700-5397","平日　9:00～19:00","無",""
"36900004","わかば薬局","001-0017","北海道","札幌市北区","札幌市北区北１７条西３－２－１６
木村ビル１Ｆ","01102","011-716-4233","月～金9:00～19:00
土9:00～13:00","有","080-4379-7876"
"36900005","あしたば薬局北25条店","001-0025","北海道","札幌市北区","札幌市北区北２５条西８－２－２４","01102","011-707-4193","月火木金土8:45～17:30
水8:45～12:45","有","011-707-4193"
"36900006","日本調剤麻生薬局","001-0040","北海道","札幌市北区","札幌市北区北４０条西４－２－１","01102","011-746-2241","月～金9:00～18:30
第1.3.5土9:00～16:00
第2.4土9:00～13:00","有","090-5988-2851"
"36900007","麻生ポプラ薬局","001-0045","北海道","札幌市北区","札幌市北区麻生町６－１４－５","01102","011-737-7101","月～金9:00～18:00
土9:00～13:00","有","080-4379-7876"
"36900008","なの花薬局新琴似１番通店","001-0901","北海道","札幌市北区","札幌市北区新琴似１条１２－６－３７","01102","011-764-1193","月火水金9:00～18:30
木土9:00～13:00","無",""
"36900009","調剤薬局ツルハドラッグ新琴似１条店","001-0901","北海道","札幌市北区","札幌市北区新琴似１条７－９－３５","01102","011-769-7268","月～金9:00～18:00","有","070-4792-6831"
"36900010","なの花薬局新琴似店","001-0902","北海道","札幌市北区","札幌市北区新琴似２条１１－７－５","01102","011-768-5101","月金9:00～18:00
火木8:30～19:00
水9:00～19:00
土9:00～12:00","有","011-768-5101"
"36900011","なの花薬局新琴似６条店","001-0906","北海道","札幌市北区","札幌市北区新琴似６条１４－１－１９","01102","011-769-5180","月火木金8:40～17:30
水土8:40～12:30","有","011-769-5180"
"36900012","調剤薬局ツルハドラッグ新琴似７条店","001-0907","北海道","札幌市北区","札幌市新琴似７－６－２－１","01102","011-769-3268","月～金9:00～18:00","無",""
"36900013","イチミヤ薬局","001-0908","北海道","札幌市北区","札幌市北区新琴似８条１－１－３８","01102","011-716-4660","月～金9:00～20:00
土9:00～13:00","有","070-5284-6880"
"36900014","なの花薬局札幌新川店","001-0924","北海道","札幌市北区","札幌市北区新川４条１０－６－８","01102","011-764-2223","月火木金9:00～18:00
水土9:00～12:30","有","011-764-2223"
"36900015","はるにれ企画はるにれ薬局屯田店","002-0856","北海道","札幌市北区","札幌市北区屯田六条２－９－１２","01102","011-770-2560","月～金8:45～18:00
土8:45～13:00","無",""
"36900016","あおば薬局屯田店","002-0857","北海道","札幌市北区","札幌市北区屯田七条３－１０－１６","01102","011-776-1111","月～金9:00～19:15　土9:00～15:00","有","011-776-1111(転送)"
"36900017","あおば薬局しのろ店","002-8022","北海道","札幌市北区","札幌市北区篠路２条１０－１２－５","01102","011-776-4114","月火木金9:00～18:30
水土9:00～13:30","有","011-776-4114"
"36900018","なの花薬局篠路店","002-8053","北海道","札幌市北区","札幌市北区篠路町篠路１８８－１","01102","011-770-2233","月～金9:00～18:00
第2.4土9:00～18:00","有","011-770-2233"
"36900019","調剤薬局ツルハドラッグ拓北６条店","002-8066","北海道","札幌市北区","札幌市北区拓北６条５－２－３４","01102","011-778-8268","月火木金9:00～18:00
水土9:00～13:00","有","080-9000-6683"
"36900020","あしたば薬局東札幌店","003-0001","北海道","札幌市白石区","札幌市白石区東札幌１条２－１－３","01104","011-814-4193","月･水･金:9:00～18:30
火･木:9:00～17:00
土:9:00～12:00","有","011-814-4193"
"36900021","調剤薬局ツルハドラッグ東札幌店","003-0001","北海道","札幌市白石区","札幌市白石区東札幌１条１－７－１","01104","011-827-7707","平日9:30-13:00､14:00-18:30
土9:30-13:30","無",""
"36900022","日本調剤白石薬局","003-0006","北海道","札幌市白石区","札幌市白石区東札幌６条６－５－３５","01104","011-893-4554","月～金9:00～18:00
土9:00～13:00","有","090-5988-2858"
"36900023","なんごう薬局","003-0023","北海道","札幌市白石区","札幌市白石区南郷通８－北２－２","01104","011-867-5155","月～金8:30～18:00
土8:30～12:00","無",""
"36900024","南本通調剤薬局","003-0026","北海道","札幌市白石区","札幌市白石区本通８丁目南１－３４","01104","011-867-9011","月火木金8:30～17:30 
水8:30～16:30
 土8:30～13:00","無",""
"36900025","あおば薬局平和通店","003-0029","北海道","札幌市白石区","札幌市白石区平和通５－北１１－２３","01104","011-866-3311","月火木金9:00～18:00 
水8:30～16:30 土9:00～12:00","有（状況により対応困難な場合あり）","011-866-3311"
"36900026","なの花薬局菊水店","003-0801","北海道","札幌市白石区","札幌市白石区菊水１条１丁目３－３４","01104","011-813-6330","月火水金9:00～19:30 木9:00～17:00 土9:00～13:30","無",""
"36900027","日本調剤菊水三条薬局","003-0803","北海道","札幌市白石区","札幌市白石区菊水３条２－３－１６","01104","011-814-3258","月～金9:00～18:00","有","090-5988-2859"
"36900028","日本調剤菊水四条薬局","003-0804","北海道","札幌市白石区","札幌市白石区菊水４条２－２－２１","01104","011-813-0510","月～金9:00～18:00","有","080-2050-2991"
"36900029","ただ薬局菊水元町店","003-0825","北海道","札幌市白石区","札幌市白石区菊水元町五条２－２－５","01104","011-876-1600","月～金9:00～18:00
木･土9:00～13:00","有","011-876-1600"
"36900030","調剤薬局ツルハドラッグひばりが丘店","004-0022","北海道","札幌市厚別区","札幌市厚別区厚別南２丁目１０番地","01108","011-801-2268","月～金　9:00～13:00､14:00～18:00
土　9:00～13:00　日祝休","無",""
"36900031","なの花薬局上野幌店","004-0032","北海道","札幌市厚別区","札幌市厚別区上野幌２－２－３－１０","01108","011-896-1193","月火木金9:00～18:00
水9:00～17:00
土9:00～12:30","有","070-3799-9996"
"36900032","日本調剤大谷地薬局","004-0041","北海道","札幌市厚別区","札幌市厚区大谷地東４－１－２","01108","011-893-1673","月～金9:00～18:00
土9:00～13:00","有","090-5988-2861"
"36900033","日本調剤大谷地東薬局","004-0041","北海道","札幌市厚別区","札幌市厚別区大谷地東２－５－１５","01108","011-398-5192","月～金9:00～18:00
土9:00～13:00","有","080-1152-2979"
"36900034","セントラルファーマシー","004-0051","北海道","札幌市厚別区","札幌市厚別区厚別中央１条６－２－１５","01108","011-891-7177","月火木金9:00～20:00
水土9:00～17:00","無",""
"36900035","なの花薬局新札幌駅前店","004-0051","北海道","札幌市厚別区","札幌市厚別区厚別中央１条６－３－１　ホクノービル１Ｆ","01108","011-892-1144","月火8:30～19:30
水木金8:30～19:00
土8:30～13:30","有","011-892-1144"
"36900036","なの花薬局新札幌店","004-0052","北海道","札幌市厚別区","札幌市厚別区厚別中央２条５－４","01108","011-801-2600","月～金8:45～18:30
土9:00～13:00","有","011-801-2600"
"36900037","三信調剤薬局新札幌店","004-0052","北海道","札幌市厚別区","札幌市厚別区厚別中央２条５－４－６","01108","011-895-1193","月～金9:00～17:30
土9:00～12:30","有","080-2873-1621"
"36900038","新札幌中央薬局","004-0052","北海道","札幌市厚別区","札幌市厚別区厚別中央２条４－９－１５","01108","011-895-1781","月火水金9:00～20:00
木9:00～18:30
土9:00～14:30","有","011-895-1781"
"36900039","なの花薬局札幌厚別西店","004-0062","北海道","札幌市厚別区","札幌市厚別区厚別西２条３－７ー８","01108","011-895-8931","月水木金9:00～17:00
火土9:00～12:30","無",""
"36900040","アイン薬局厚別通店","004-0065","北海道","札幌市厚別区","札幌市厚別区厚別西５条１－１６－２０　クリニックステーション厚別西１Ｆ","01108","011-891-1162","月木9:00～18:00
水9:00～17:30
火金9:00～19:00
土9:00～13:00","有","011-891-1162"
"36900041","なの花薬局美しが丘店","004-0811","北海道","札幌市清田区","札幌市清田区美しが丘１条６－２－３","01110","011-882-1193","月火木金9:00～18:00
水9:00～19:00
土9:00～13:30","有","011-882-1193"
"36900042","美しが丘緑薬局","004-0814","北海道","札幌市清田区","札幌市清田区美しが丘４条５－３－１６","01110","011-889-3390","月･金8:30～18:00火水木8:30～17:30土8:30～12:30","無",""
"36900043","なの花薬局真栄店","004-0831","北海道","札幌市清田区","札幌市清田区真栄１条１－１－１５","01110","011-888-3060","月火水金8:30～18:30
木8:30～17:30
土8:30～13:30","無",""
"36900044","アイン薬局清田店","004-0861","北海道","札幌市清田区","札幌市清田区北野１条２－１１－２７","01110","011-889-2655","月・水・木　8:30～17:30
火・金　8:30～18:30
土　8:30～12:30","有","011-889-2655"
"36900045","調剤薬局ツルハドラッグ北野店","004-0867","北海道","札幌市清田区","札幌市清田区北野７条５－１２－２０","01110","011-887-4268","月～金　9:00～19:00
土　9:00～13:00","有","080-6079-1593"
"36900046","調剤薬局ツルハドラッグ平岡店","004-0872","北海道","札幌市清田区","札幌市清田区平岡２条５丁目２－５０","01110","011-889-5037","月～土　9:00～18:00","",""
"36900047","キタ調剤薬局平岡店","004-0882","北海道","札幌市清田区","札幌市清田区平岡公園東５－１２－１０","01110","011-888-0530","月・火・木・金　8:45～18:00
水・土　8:45～12:00","無",""
"36900048","日本調剤澄川調剤薬局","005-0006","北海道","札幌市南区","札幌市南区澄川６条７－３－１","01106","011-583-4898","月・火・木・金　8:30～17:30
水・土　8:30～12:30","有","090-5988-2852"
"36900049","第一調剤上町調剤薬局","005-0012","北海道","札幌市南区","札幌市南区真駒内上町３－１－８","01106","011-583-9393","月火水金8:30～18:30 
木8:30～16:30
土8:30～13:00","無",""
"36900050","調剤薬局クスリのツルハ川沿店","005-0801","北海道","札幌市南区","札幌市南区川沿１条１丁目２-４５","01106","011-578-3783","月～土　
9：00～13：00、14：00～18：00　　　　","有","080-6067-8318"
"36900051","イルム薬局南沢店","005-0823","北海道","札幌市南区","札幌市南区南沢３条４－１－１","01106","011-522-6689","月～金9:00～19:00
土9:00～13:00","有","011-522-6689"
"36900052","石山中央薬局","005-0850","北海道","札幌市南区","札幌市南区石山東１丁目４−２７","01106","011-591-1233","月火木金9:00～19:00
水 9:00～17:00
土9:00～12:30","有","011-591-1233"
"36900053","なの花薬局西宮の沢店","006-0003","北海道","札幌市手稲区","札幌市手稲区西宮の沢３条１－１２－２４","01109","011-669-1193","月火水木金 9:00～18:00､
土 9:00～13:00","有","011-669-1193"
"36900054","富丘調剤薬局","006-0011","北海道","札幌市手稲区","札幌市手稲区富丘１条４－１－５","01109","011-699-7575","月火水金9:00～17:30
木9:00～19:00
土8:30～12:30","有","011-699-7575"
"36900055","なの花薬局手稲駅前店","006-0021","北海道","札幌市手稲区","札幌市手稲区手稲本町１条３－３－１","01109","011-686-4193","月～金9:00～18:00､土9:00～13:00","有","011-686-4193"
"36900056","メルモ調剤薬局","006-0031","北海道","札幌市手稲区","札幌市手稲区稲穂一条７－２－１６","01109","011-688-2020","月水木金8:30～19:00
火土8:30～12:30","無",""
"36900057","なの花薬局手稲稲穂店","006-0032","北海道","札幌市手稲区","札幌市手稲区稲穂２条７－１－５","01109","011-683-0501","月火木金9:00～19:00
水9:00～17:00
土9:00～13:00","有","011-683-0501"
"36900058","メディモテイネ調剤薬局","006-0812","北海道","札幌市手稲区","札幌市手稲区前田２条１３丁目３番１８号メディモテイネメディカルモール１階","01109","011-699-3008","月～金9:00～18:00
土9:00～13:00","有","070-4792-6867"
"36900059","日本調剤稲積公園前薬局","006-0813","北海道","札幌市手稲区","札幌市手稲区前田３条４－２－１１","01109","011-682-8881","月～金8:30～18:00
土9:00～13:00","有","090-764-52002"
"36900060","調剤薬局ツルハドラッグ手稲前田店","006-0814","北海道","札幌市手稲区","札幌市手稲区前田４条１０－２ー１０","01109","011-686-7268","月～金9:00～13:00、14:00～18:00","有","080-5835-9933"
"36900061","調剤薬局ツルハドラッグ手稲前田6条店","006-0816","北海道","札幌市手稲区","札幌市手稲区前田６条６丁目１－７","01109","011-699-1368","月～金9:30-13:30、14:30-18:30、
土9:30-13:30","有","070-7400-0277"
"36900062","クリオネ あけぼの薬局","006-0834","北海道","札幌市手稲区","札幌市手稲区曙四条３－１７－２０","01109","011-685-7773","月火水金9:00～18:00、
木土9:00～12:30","無",""
"36900063","クリオネ曙６条薬局","006-0836","北海道","札幌市手稲区","札幌市手稲区曙６条２－２－１６","01109","011-688-1166","月火木金9:00～19:00
水土日9:00～12:00","無",""
"36900064","調剤薬局ツルハドラッグ手稲星置駅前店","006-0851","北海道","札幌市手稲区","札幌市手稲区星置１条２－２－１","01109","011-699-7268","月～金 9:00～13:30､14:30～18:00","無",""
"36900065","保険調剤いちご薬局星置店","006-0851","北海道","札幌市手稲区","札幌市手稲区星置１条４－７－２","01109","011-688-3515","月水 9:00～19:00

火木金9:00～18:00

土  9:00～12:30","有","090-6699-0970"
"36900066","東区ひまわり薬局","007-0805","北海道","札幌市東区","札幌市東区東苗穂５条１－１１－１
勤医協札幌東ビル１階","01103","011-786-8700","月水金9:00～20:00
火木9:00～18:00
土日9:00～17:00","無",""
"36900067","調剤薬局ツルハドラッグ東苗穂7条店","007-0807","北海道","札幌市東区","札幌市東区東苗穂7条3丁目2-1","01103","011-792-0658","平日：09:30〜13:00、14:00〜18:30
土09:30〜13:30","無","070-7405-2416"
"36900068","サツドラ薬局麻生北４０条店","007-0840","北海道","札幌市東区","札幌市東区北４０条東１－１－２７","01103","011-750-6650","月～金9:00～21:00
土9:00～16:30","無",""
"36900069","日本調剤杉並薬局","040-0001","北海道","函館市","函館市五稜郭町３４－１５","01202","0138-31-1661","月～金9:00～19:00
土9:00～14:00","有","0138-31-1661"
"36900070","日本調剤本町薬局","040-0011","北海道","函館市","函館市本町３３－３","01202","0138-55-9912","月～金9:00～18:00
土9:00～13:00","有","090-9511-6500"
"36900071","調剤薬局ツルハドラッグ函館赤十字病院前店","040-0025","北海道","函館市","函館市堀川町６－２２","01202","0138-30-5118","月～金8:30～18:00","有","080-6067-8494"
"36900072","調剤薬局ツルハドラッグ函館松風店","040-0035","北海道","函館市","函館市松風町１２－６","01202","0138-21-1268","月～金 9:00～13:30､14:30～18:00","無",""
"36900073","マリン薬局","040-0036","北海道","函館市","函館市東雲町６－１","01202","0138-27-7727","月～金9:00～18:00
土8:45～12:45","有","070-4457-5319"
"36900074","調剤薬局ツルハドラッグ白鳥店","040-0082","北海道","函館市","函館市白鳥町２１－２６","01202","0138-62-5411","月～金10:00～13:30、14:30～19:00、土10:00～14:00","無",""
"36900075","函館中央薬局桔梗店","041-0801","北海道","函館市","函館市桔梗町４１８－１４５","01202","0138-34-3550","月水金9:00～18:00､火木9:00～12:00","有","090-2692-0009"
"36900076","いしかわ調剤薬局","041-0802","北海道","函館市","函館市石川町３３１－２３","01202","0138-47-5380","月～金9:00～18:00
土9:00～13:00","有","0138-47-5380"
"36900077","調剤薬局ツルハドラッグ函館石川店","041-0802","北海道","函館市","函館市石川町３１５－９","01202","0138-34-3268","月～金9:00～13:00、14:00～18:00","有","080-5836-6373"
"36900078","石川中央薬局","041-0802","北海道","函館市","函館市石川町３５０－１８","01202","0138-47-6600","月曜、火曜、木曜、金曜9:00～18:00
水曜　9:00～17:00
土曜　8:30～12:30","有","080-3265-4152"
"36900079","イルカ薬局","041-0812","北海道","函館市","函館市昭和１－４－１９","01202","0138-40-2333","月･木･金　9:00～17:00､
火　9:00～18:00､
水　9:00～17:30､土　9:00～12:30","有","080-4068-7687"
"36900080","調剤薬局ツルハドラッグ昭和店","041-0812","北海道","函館市","函館市昭和１－２９－７","01202","0138-62-2723","月～金
9:30～13:00、14:00～18:30
土　09:30～13:30","無",""
"36900081","クリオネ港町薬局","041-0821","北海道","函館市","函館市港町１－１１－１６","01202","0138-43-8123","月～金　9:00～18:00
土　9:00～13:00","無",""
"36900082","調剤薬局ツルハドラッグ五稜郭店","041-0821","北海道","函館市","函館市港町１丁目１－２","01202","0138-62-6268","月～金　9:30～19:30
土　9:30～18:30
日　9:30～13:30
祝　休み","有","080-6067-1346"
"36900083","調剤薬局ツルハドラッグ函館鍛治店","041-0852","北海道","函館市","函館市鍛治２丁目２２番8号","01202","0138-33-2680","月～金
9:00～12:30、13:30～18:00
土　9:00～13:00","無","070-7405-2162"
"36900084","有限会社函館保健企画しらかば薬局","041-0853","北海道","函館市","函館市中道２－５１－３","01202","0138-32-9870","月水金9:00～17:00
火木9:00～19:30
土9:00～12:30","有","090-2053-9870"
"36900085","いこい薬局桜町店","041-1105","北海道","七飯町","亀田郡七飯町桜町１－３－３９","01337","0138-83-8301","火～水9:30～17:30  
木～金9:30～18:30  
土9:30～17:00","有","0138-83-8301"
"36900086","いこい薬局","041-1122","北海道","七飯町","亀田郡七飯町大川８－１２－１７","01337","0138-65-5960","月木9:00～18:00
火金9:00～18:30
水9:00～17:00
土9:00～14:00","有","0138-65-5960"
"36900087","おおたに調剤薬局","042-0932","北海道","函館市","函館市湯川町１－２２－１５","01202","0138-36-3211","月～金9:00～17:30
土9:00～13:00","有","0138-36-3211"
"36900088","調剤薬局ツルハドラッグ湯川店","042-0932","北海道","函館市","函館市湯川町２丁目１８－１０","01202","0138-36-5523","月～土9:00～13:00、14:00～18:00","有","080-6067-8473"
"36900089","日本調剤深堀薬局","042-0941","北海道","函館市","函館市深堀町１１－１","01202","0138-30-6101","月～金　9:00～18:00","有","090-5190-7152"
"36900090","ライク調剤薬局倶知安店","044-0052","北海道","倶知安町","虻田郡倶知安町北２条西３－１０－１","01400","0136-21-5111","月～金9:00～18:00
土9:00～13:00","有","0136-21-5111"
"36900091","日の出薬局","045-0011","北海道","岩内町","岩内郡岩内町栄２－６","01402","0135-62-2250","月水金8:30～19:00
火木8:30～18:30
土8:30～15:00","有","0135-62-2250"
"36900092","若林調剤薬局","045-0022","北海道","岩内町","岩内郡岩内町字清住１０１","01402","0135-62-0698","月～金9:00～18:00
土9:00～15:00","有","0135-62-0698"
"36900093","日本調剤余市薬局","046-0003","北海道","余市町","余市郡余市町黒川町１９－１５－１３","01408","0135-22-6883","月～金､第1.2.3.4.5土9:00～13:00","有","090-5988-2863"
"36900094","なの花薬局余市店","046-0004","北海道","余市町","余市郡余市町大川町１５－１０","01408","0135-22-1193","月～金9:00～17:30","有","090-9523-5380"
"36900095","パシフィック薬局南小樽店","047-0002","北海道","小樽市","小樽市潮見台１－５－６","01203","0134-27-4193","月～金8:40～17:00
土8:40～12:00","有","0134-27-4193"
"36900096","なの花薬局まさかえ店","047-0003","北海道","小樽市","小樽市真栄１－６－２","01203","0134-22-0018","月～金9:00～18:00
土9:00～13:00","有","0134-22-0018"
"36900097","なの花薬局小樽築港店","047-0008","北海道","小樽市","小樽市築港９－１２","01203","0134-24-6000","月～金9:00～18:00","無",""
"36900098","シマダ薬局","047-0013","北海道","小樽市","小樽市奥沢２－６－１０","01203","0134-25-1615","月～金9:00～17:00
土9:00～12:00","無",""
"36900099","クリオネ住ノ江薬局","047-0014","北海道","小樽市","小樽市住ノ江１－４－１４","01203","0134-61-1375","平日8:30～17:30
土8:30～12:30","無",""
"36900100","小樽住ノ江薬局","047-0014","北海道","小樽市","小樽市住ノ江２－１－２","01203","0134-65-8338","月～金9:00～17:30
土9:00～12:30","有","090-2074-2332"
"36900101","松ヶ枝堂薬局","047-0022","北海道","小樽市","小樽市松ヶ枝１－１８－７","01203","0134-33-0322","月火水金9:00～18:00
木9:00～17:00
土8:30～12:30","無",""
"36900102","いなほ薬局","047-0032","北海道","小樽市","小樽市稲穂２－２２－８","01203","0134-31-5110","月～金9:00～17:30
土9:00～12:30","無",""
"36900103","おたる中央調剤薬局","047-0032","北海道","小樽市","小樽市稲穂１－９－１","01203","0134-31-5401","月～金9:00～18:00
土9:00～13:00","有","090-2872-8389"
"36900104","なの花薬局小樽稲穂店","047-0032","北海道","小樽市","小樽市稲穂１－４－３","01203","0134-21-4193","月～金:8:30～18:00
土:8:30～15:00","有","0134-21-4193"
"36900105","三ツ野薬局本店","047-0032","北海道","小樽市","小樽市稲穂１－４－１５","01203","0134-24-0145","月～土9:00～18:00","無",""
"36900106","調剤薬局ツルハドラッグ小樽店","047-0032","北海道","小樽市","小樽市稲穂２－９－１１","01203","0134-21-5002","月～金9:00～20:00
土9:00～18:00","有","080-6067-8489"
"36900107","なの花薬局西小樽店","047-0036","北海道","小樽市","小樽市長橋２－１７－１７","01203","0134-34-2489","月火木金9:00～18:30
水9:00～18:00
土9:00～17:30","有","0134-34-2489"
"36900108","なの花薬局長橋店","047-0036","北海道","小樽市","小樽市長橋３－８－３","01203","0134-23-8121","月～金:9:00～18:15
土:9:00～11:00","有","0134-23-8121"
"36900109","調剤薬局ツルハドラッグ小樽錦町店","047-0038","北海道","小樽市","小樽市錦町１４－１４","01203","0134-31-2268","月火水金9:00～18:00
木土9:00～13:00","有","070-4795-0872"
"36900110","調剤薬局ツルハドラッグ小樽錦町店","047-0039","北海道","小樽市","小樽市錦町１４－１４","01203","0134-31-2268","月火水金9:00～18:00
木土9:00～13:00","有","070-4795-0872"
"36900111","クリオネアリス調剤薬局","047-0046","北海道","小樽市","小樽市赤岩１－１６－２８","01203","0134-24-3909","月火水金8:30～17:30
木土8:45～12:45","有","080-8288-9923"
"36900112","なの花薬局望洋台店","047-0155","北海道","小樽市","小樽市望洋台１－８－１
コミュニティセンターＷｉｎｇ","01203","0134-52-2100","月～金9:00～18:00
第1.3土9:00～14:30
第2.4.5土9:00～11:00","無",""
"36900113","なの花薬局桜店","047-0156","北海道","小樽市","小樽市桜２－２５－１７","01203","0134-51-2220","月～金9:00～18:00
土9:00～13:00","有","0134-51-2220"
"36900114","なの花薬局東小樽店","047-0156","北海道","小樽市","小樽市桜２－４－３９","01203","0134-52-2200","月火水金9:30～18:30
 木9:00～18:00 土9:00～13:00","無",""
"36900115","かもめ調剤薬局東浜店","049-0122","北海道","北斗市","北斗市東浜二－１４ー１６","01236","0138-84-6266","月火木金9:00～18:30 
水8:00～16:30
土9:00～12:30","有","090-7052-1840"
"36900116","調剤薬局ツルハドラッグ松前店","049-1501","北海道","松前町","松前郡松前町字建石４９－５１","01331","0139-46-2008","月火木金8:30～17:30
水､第1.2.4.5土8:30～12:30","無",""
"36900117","日本調剤松前薬局","049-1503","北海道","松前町","松前郡松前町大磯１９０－１","01331","0139-43-2255","月～金8:30～17:30","有","090-6691-0324"
"36900118","さわら調剤薬局","049-2222","北海道","森町","茅部郡森町砂原１－３０－６２","01345","01374-8-4055","月～金:9:00～17:00、土:9:00～12:30","有","01374-8-4055(転送)"
"36900119","日本調剤東雲薬局","049-3105","北海道","八雲町","二海郡八雲町東雲町５１－４","01346","0137-64-3100","月～金9:00～18:00","有","090-6691-0326"
"36900120","なの花薬局新富店","051-0005","北海道","室蘭市","室蘭市新富町１－４－１","01205","0143-22-1189","月～金8:30～18:00","無",""
"36900121","なの花薬局港北店","050-0063","北海道","室蘭市","室蘭市港北町３丁目２８番１号","01205","0143-55-3788","月･火･水･金9:00～18:15
木･土9:00～12:30","有","0143-55-3788"
"36900122","なの花薬局室蘭宮の森店","050-0073","北海道","室蘭市","室蘭市宮の森町１－１－３６","01205","0143-45-1193","月火水金9:00～18:00
木9:00～17:00
土9:00～13:00","有","0143-45-1193"
"36900123","すばる薬局","050-0074","北海道","室蘭市","室蘭市中島町１－８－６
プレアディス中島ビル１Ｆ","01205","0143-44-1717","月～金9:00～18:00","無",""
